변환,원자료
"2025/02/19","949.68"
"2025/02/20","952.12"
"2025/02/21","962.91"
"2025/02/24","961.26"
"2025/02/25","953.59"
"2025/02/26","959.69"
"2025/02/27","961.49"
"2025/02/28","961.82"
"2025/03/04","976.37"
"2025/03/05","973.42"
"2025/03/06","978.26"
"2025/03/07","974.28"
"2025/03/10","980.54"
"2025/03/11","988.29"
"2025/03/12","986.00"
"2025/03/13","979.86"
"2025/03/14","981.64"
"2025/03/17","979.33"
"2025/03/18","969.37"
"2025/03/19","968.74"
"2025/03/20","976.70"
"2025/03/21","981.14"
"2025/03/24","980.65"
"2025/03/25","973.36"
"2025/03/26","980.09"
"2025/03/27","974.37"
"2025/03/28","971.26"
"2025/03/31","981.76"
"2025/04/01","980.11"
"2025/04/02","982.48"
"2025/04/03","989.95"
"2025/04/04","1,006.00"
"2025/04/07","992.45"
"2025/04/08","990.91"
"2025/04/09","1,008.61"
"2025/04/10","1,004.81"
"2025/04/11","1,012.07"
"2025/04/14","1,009.74"
"2025/04/15","996.41"
"2025/04/16","993.89"
"2025/04/17","1,006.42"
"2025/04/18","997.26"
"2025/04/21","1,003.53"
"2025/04/22","1,007.99"
"2025/04/23","996.99"
"2025/04/24","997.03"
"2025/04/25","1,001.68"
"2025/04/28","997.88"
"2025/04/29","1,011.85"
"2025/04/30","1,011.07"
"2025/05/02","980.89"
"2025/05/07","995.92"
"2025/05/08","969.17"
"2025/05/09","956.69"
"2025/05/12","964.23"
"2025/05/13","943.38"
"2025/05/14","958.67"
"2025/05/15","966.12"
"2025/05/16","961.96"
"2025/05/19","960.43"
"2025/05/20","964.50"
"2025/05/21","964.50"
"2025/05/22","962.96"
"2025/05/23","958.59"
"2025/05/26","964.05"
"2025/05/27","956.62"
"2025/05/28","948.79"
"2025/05/29","946.56"
"2025/05/30","959.27"
"2025/06/02","956.78"
"2025/06/04","956.75"
"2025/06/05","962.18"
"2025/06/09","939.48"
"2025/06/10","939.47"
"2025/06/11","938.35"
"2025/06/12","948.94"
"2025/06/13","950.22"
"2025/06/16","945.59"
"2025/06/17","942.66"
"2025/06/18","936.87"
"2025/06/19","946.87"
"2025/06/20","948.60"
"2025/06/23","935.54"
"2025/06/24","947.16"
"2025/06/25","941.90"
"2025/06/26","938.20"
"2025/06/27","939.26"
"2025/06/30","938.98"
"2025/07/01","940.65"
